date,value
2023-05-26,4337.5
2023-05-29,4320.01
2023-05-30,4291.58
2023-05-31,4218.04
2023-06-01,4257.61
2023-06-02,4323.52
2023-06-05,4293.24
2023-06-06,4295.22
2023-06-07,4291.91
2023-06-08,4297.68
2023-06-09,4289.79
2023-06-12,4316.49
2023-06-13,4347.55
2023-06-14,4375.98
2023-06-15,4365.12
2023-06-16,4394.82
2023-06-19,4362.38
2023-06-20,4343.14
2023-06-21,4322.75
2023-06-22,4304.47
2023-06-23,4271.61
2023-06-26,4280.57
2023-06-27,4305.26
2023-06-28,4344.75
2023-06-29,4354.69
2023-06-30,4399.09
2023-07-03,4398.15
2023-07-04,4390.99
2023-07-05,4350.71
2023-07-06,4223.09
2023-07-07,4236.6
2023-07-10,4256.51
2023-07-11,4286.56
2023-07-12,4360.46
2023-07-13,4391.76
2023-07-14,4400.11
2023-07-17,4356.79
2023-07-18,4369.73
2023-07-19,4362.28
2023-07-20,4373.73
2023-07-21,4391.41
2023-07-24,4383.03
2023-07-25,4391.3
2023-07-26,4346.15
2023-07-27,4447.44
2023-07-28,4466.5
2023-07-31,4471.31
2023-08-01,4407.54
2023-08-02,4336.5
2023-08-03,4304.63
2023-08-04,4332.91
2023-08-07,4337.5
2023-08-08,4288.85
2023-08-09,4317.33
2023-08-10,4384.04
2023-08-11,4321.33
2023-08-14,4330.23
2023-08-15,4288.57
2023-08-16,4284.27
2023-08-17,4227.83
2023-08-18,4212.95
2023-08-21,4224.87
2023-08-22,4260.37
2023-08-23,4266.67
2023-08-24,4232.22
2023-08-25,4236.25
2023-08-28,4293.69
2023-08-29,4326.47
2023-08-30,4315.31
2023-08-31,4297.11
2023-09-01,4282.64
2023-09-04,4279.87
2023-09-05,4269.16
2023-09-06,4238.26
2023-09-07,4221.02
2023-09-08,4237.19
2023-09-11,4254.33
2023-09-12,4242.27
2023-09-13,4223.48
2023-09-14,4279.75
2023-09-15,4295.05
2023-09-18,4245.88
2023-09-19,4242.7
2023-09-20,4275.98
2023-09-21,4212.59
2023-09-22,4207.16
2023-09-25,4167.37
2023-09-26,4129.18
2023-09-27,4131.68
2023-09-28,4161.56
2023-09-29,4174.66
2023-10-02,4137.63
2023-10-03,4095.59
2023-10-04,4099.85
2023-10-05,4099.81
2023-10-06,4144.43
2023-10-09,4112.57
2023-10-10,4205.23
2023-10-11,4200.8
2023-10-12,4198.23
2023-10-13,4136.12
2023-10-16,4149.86
2023-10-17,4152.32
2023-10-18,4105.86
2023-10-19,4090.33
2023-10-20,4024.68
2023-10-23,4041.75
2023-10-24,4065.37
2023-10-25,4073.35
2023-10-26,4049.4
2023-10-27,4014.36
2023-10-30,4028.32
2023-10-31,4061.12
2023-11-01,4091.71
2023-11-02,4169.62
2023-11-03,4174.67
2023-11-06,4158.64
2023-11-07,4153.37
2023-11-08,4178.49
2023-11-09,4229.2
2023-11-10,4197.36
