Date,Adj Close
8/15/2019,25495.46
8/16/2019,25734.22
8/19/2019,26291.84
8/20/2019,26231.54
8/21/2019,26270.04
8/22/2019,26048.72
8/23/2019,26179.33
8/26/2019,25680.33
8/27/2019,25664.07
8/28/2019,25615.48
8/29/2019,25703.50
8/30/2019,25724.73
9/2/2019,25626.55
9/3/2019,25527.85
9/4/2019,26523.23
9/5/2019,26515.53
9/6/2019,26690.76
9/9/2019,26681.40
9/10/2019,26683.68
9/11/2019,27159.06
9/12/2019,27087.63
9/13/2019,27352.69
9/16/2019,27124.55
9/17/2019,26790.24
9/18/2019,26754.12
9/19/2019,26468.95
9/20/2019,26435.67
9/23/2019,26222.40
9/24/2019,26281.00
9/25/2019,25945.35
9/26/2019,26041.93
9/27/2019,25954.81
9/30/2019,26092.27
10/2/2019,26042.69
10/3/2019,26110.31
10/4/2019,25821.03
10/8/2019,25893.40
10/9/2019,25682.81
10/10/2019,25707.93
10/11/2019,26308.44
10/14/2019,26521.85
10/15/2019,26503.93
10/16/2019,26664.28
10/17/2019,26848.49
10/18/2019,26719.58
10/21/2019,26725.68
10/22/2019,26786.20
10/23/2019,26566.73
10/24/2019,26797.95
10/25/2019,26667.39
10/28/2019,26891.26
10/29/2019,26786.76
10/30/2019,26667.71
10/31/2019,26906.72
11/1/2019,27100.76
11/4/2019,27547.30
11/5/2019,27683.40
11/6/2019,27688.64
11/7/2019,27847.23
11/8/2019,27651.14
11/11/2019,26926.55
11/12/2019,27065.28
11/13/2019,26571.46
11/14/2019,26323.69
11/15/2019,26326.66
11/18/2019,26681.09
11/19/2019,27093.80
11/20/2019,26889.61
11/21/2019,26466.88
